Wall time,Step,Value
1696485266.6870735,1020,0.003292837180197239
1696485272.8587625,1040,0.00481288880109787
1696485279.2171288,1060,0.005060355179011822
1696485285.850103,1080,0.004853335674852133
1696485292.3809106,1100,0.003846215084195137
1696485298.8346324,1120,0.005914371460676193
1696485304.8837016,1140,0.005053484346717596
1696485311.3835225,1160,0.005019924137741327
1696485317.6369042,1180,0.0040339813567698
1696485324.1824172,1200,0.003595116548240185
1696485330.809457,1220,0.005122550763189793
1696485337.0340724,1240,0.004687524400651455
1696485343.2029073,1260,0.004251616541296244
1696485349.8402164,1280,0.004826081916689873
1696485356.6083503,1300,0.005056587513536215
1696485363.0130022,1320,0.003560923272743821
1696485369.6439528,1340,0.004072725307196379
1696485376.094223,1360,0.004541289061307907
1696485382.6538482,1380,0.004735426511615515
1696485388.8869216,1400,0.003651021746918559
1696485394.9939547,1420,0.004606358706951141
1696485401.717187,1440,0.003924788441509008
1696485407.6508026,1460,0.0058101508766412735
1696485414.0113752,1480,0.003234812058508396
1696485419.8945599,1500,0.005550005007535219
1696485426.304722,1520,0.004664674401283264
1696485432.7835443,1540,0.004516941029578447
1696485438.78874,1560,0.004550975281745195
1696485445.0095043,1580,0.0037934170104563236
1696485451.5221825,1600,0.00491554569453001
1696485457.956031,1620,0.004420519806444645
1696485464.40927,1640,0.0033686389215290546
1696485470.1126323,1660,0.003486399073153734
1696485476.2053597,1680,0.004637087229639292
1696485482.0135005,1700,0.004840715788304806
1696485488.0370321,1720,0.004726082552224398
1696485494.080627,1740,0.0037137791514396667
1696485499.760013,1760,0.004680833779275417
1696485505.651801,1780,0.0031938282772898674
1696485512.027591,1800,0.00401636166498065
1696485518.2153006,1820,0.006078867707401514
1696485524.5444014,1840,0.004525163676589727
1696485530.5599964,1860,0.003728740382939577
1696485536.802222,1880,0.004692767281085253
1696485542.9196045,1900,0.004223124124109745
1696485549.1426983,1920,0.005759826861321926
1696485555.1232214,1940,0.004112171940505505
1696485561.6440341,1960,0.0044333552941679955
1696485568.6024187,1980,0.004137034993618727
1696485576.6971867,2000,0.004037072416394949
1696485584.855877,2020,0.004543623887002468
1696485592.6706238,2040,0.0037220357917249203
1696485600.5800683,2060,0.005856280215084553
1696485608.4309294,2080,0.003745215479284525
1696485616.5698988,2100,0.004424441140145063
1696485624.679565,2120,0.0035251788794994354
1696485632.5396252,2140,0.0038681176956743
1696485640.261765,2160,0.00492903171107173
1696485648.4794502,2180,0.0036854855716228485
1696485656.0664732,2200,0.0040984987281262875
1696485662.5007539,2220,0.0036257063038647175
1696485669.187907,2240,0.004969260189682245
1696485675.537558,2260,0.00293581560254097
1696485683.8030968,2280,0.003468656213954091
1696485691.8421655,2300,0.002750071696937084
1696485699.7211525,2320,0.0040572225116193295
1696485707.2117004,2340,0.003928699530661106
1696485715.305374,2360,0.0038240146823227406
1696485723.083319,2380,0.0028080851770937443
1696485731.7513819,2400,0.0033052510116249323
1696485738.8283782,2420,0.004173168912529945
1696485746.5371308,2440,0.0043835267424583435
1696485754.7391326,2460,0.003938564099371433
1696485762.7801647,2480,0.003232989925891161
1696485770.6144772,2500,0.003375905565917492
1696485777.62396,2520,0.0037482110783457756
1696485783.8747327,2540,0.003962404560297728
1696485791.021897,2560,0.005682364571839571
1696485798.9994648,2580,0.004056478850543499
1696485807.587564,2600,0.004235545638948679
1696486541.7023766,20,0.01116036344319582
1696486542.7652595,40,0.009858444333076477
1696486543.8378403,60,0.010957170277833939
1696486544.9157977,80,0.010965250432491302
1696486546.000133,100,0.008451211266219616
1696486547.0605893,120,0.00815927516669035
1696486548.126543,140,0.006671592127531767
1696486549.2318995,160,0.007149390410631895
1696486550.2670586,180,0.004669672809541225
1696486551.38003,200,0.009464111179113388
1696486552.4167051,220,0.006009810138493776
1696486553.4434383,240,0.007112824823707342
1696486554.4939468,260,0.005458371713757515
1696486555.531447,280,0.006714210845530033
1696486556.5752223,300,0.005813063122332096
1696486557.6106403,320,0.005276830866932869
1696486558.6842253,340,0.006977607496082783
1696486559.7307281,360,0.00558090303093195
1696486560.795761,380,0.007667504251003265
1696486561.8126302,400,0.005421371199190617
1696486562.8692884,420,0.007007708307355642
1696486563.9010997,440,0.0059976824559271336
1696486564.90988,460,0.0060170479118824005
1696486565.9715693,480,0.005569331347942352
1696486567.0499344,500,0.00656831543892622
1696486568.2337275,520,0.006550867110490799
1696486569.2928164,540,0.005792486015707254
1696486570.325603,560,0.004892854485660791
1696486571.3737671,580,0.003939746413379908
1696486572.506652,600,0.0074773444794118404
1696486573.5846853,620,0.004861844703555107
1696486574.6757972,640,0.0054720137268304825
1696486575.7523057,660,0.004705353174358606
1696486576.9114056,680,0.0045780460350215435
1696486577.9905436,700,0.005040422547608614
1696486579.0282164,720,0.005893371999263763
1696486580.0590794,740,0.004716589115560055
1696486581.063296,760,0.0036508915945887566
1696486582.1280763,780,0.00477236695587635
1696486583.174664,800,0.004496710374951363
1696486584.2084842,820,0.004298786632716656
1696486585.261678,840,0.0053242165595293045
1696486586.3478608,860,0.005434325430542231
1696486587.3794997,880,0.0050530326552689075
1696486588.4082248,900,0.005074906162917614
1696486589.4847112,920,0.006170299835503101
1696486590.5659945,940,0.004272098653018475
1696486591.6133423,960,0.006512283347547054
1696486592.694202,980,0.004943832289427519
1696486593.7665412,1000,0.004364821128547192
1696486594.8016548,1020,0.0044104126282036304
1696486595.8953736,1040,0.005710614379495382
1696486596.9304562,1060,0.005541357211768627
1696486598.0089595,1080,0.004765715450048447
1696486599.033048,1100,0.003909314516931772
1696486600.1129394,1120,0.00495549663901329
1696486601.173956,1140,0.005337855778634548
1696486602.236987,1160,0.004749346990138292
1696486603.3408012,1180,0.005705281160771847
1696486604.381132,1200,0.0036502790171653032
1696486605.4355993,1220,0.004530474077910185
1696486606.4849114,1240,0.0048439945094287395
1696486607.5591736,1260,0.005205128341913223
1696486608.5874584,1280,0.005174293648451567
1696486609.631617,1300,0.00451028672978282
1696486610.6756952,1320,0.0036368391010910273
1696486611.7358732,1340,0.004207434598356485
1696486612.7994661,1360,0.005077546462416649
1696486613.846928,1380,0.004545643460005522
1696486614.8645055,1400,0.005936503876000643
1696486615.9239035,1420,0.0037166650872677565
1696486617.012693,1440,0.0036991038359701633
1696486618.0452213,1460,0.004090104252099991
1696486619.1137934,1480,0.0034330959897488356
1696486620.1595914,1500,0.004699304699897766
1696486621.2108102,1520,0.006214817054569721
1696486622.2771537,1540,0.005506575107574463
1696486623.315249,1560,0.004601026885211468
1696486624.3927085,1580,0.0063970256596803665
1696486625.4214518,1600,0.004088074900209904
1696486626.5222929,1620,0.0033922363072633743
1696486627.5720441,1640,0.004451707936823368
1696486628.762649,1660,0.003919437527656555
1696486629.7898936,1680,0.004239649977535009
1696486630.8165598,1700,0.0034808944910764694
1696486631.9035418,1720,0.005419838707894087
1696486632.9646177,1740,0.004250122234225273
1696486634.0622578,1760,0.0057827867567539215
1696486635.0962617,1780,0.003424952272325754
1696486636.1392388,1800,0.005302142817527056
1696486637.1911814,1820,0.0041519408114254475
1696486638.2064865,1840,0.0028425082564353943
1696486639.2866356,1860,0.0045737954787909985
1696486640.3086622,1880,0.004806992132216692
1696486641.3702884,1900,0.0050156074576079845
1696486642.3856914,1920,0.003794071963056922
1696486643.4858458,1940,0.004432309418916702
1696486644.5905397,1960,0.00396310817450285
1696486645.6433444,1980,0.0034705321304500103
1696486646.7316637,2000,0.003508571069687605
1696486647.8555646,2020,0.005716160871088505
1696486648.9544036,2040,0.003346158191561699
1696486650.06324,2060,0.004489281680434942
1696486651.1422725,2080,0.0045749167911708355
1696486652.197618,2100,0.004011455457657576
1696486653.2604587,2120,0.004273845814168453
1696486654.2965722,2140,0.004715076647698879
1696486655.3487146,2160,0.003927781246602535
1696486656.4047573,2180,0.005234037060290575
1696486657.4493413,2200,0.004349166993051767
1696486658.5159378,2220,0.004665815271437168
1696486659.682709,2240,0.005124322604387999
1696486660.7653472,2260,0.003312369342893362
1696486661.845936,2280,0.004134487826377153
1696486662.993322,2300,0.004287621472030878
1696486664.0819302,2320,0.005254308693110943
1696486665.1335354,2340,0.003462487831711769
1696486666.26186,2360,0.004757331684231758
1696486667.3332262,2380,0.0036351941525936127
1696486668.407147,2400,0.004662865772843361
1696486669.4768693,2420,0.0042185103520751
1696486670.5635285,2440,0.0036612162366509438
1696486671.6366298,2460,0.004296302329748869
1696486672.7545106,2480,0.00488559203222394
1696486673.7832484,2500,0.002831171965226531
1696486674.8406026,2520,0.004943558014929295
1696486675.880075,2540,0.0034824758768081665
1696486676.9436593,2560,0.004269561730325222
1696486678.0042703,2580,0.003666784381493926
1696486679.0343199,2600,0.004509839229285717
1696486680.205179,2620,0.0038470386061817408
1696486681.260411,2640,0.003210274502635002
1696486682.2860713,2660,0.004339118953794241
1696486683.3523474,2680,0.004060238599777222
1696486684.463225,2700,0.0035644061863422394
1696486685.5218995,2720,0.0042562964372336864
1696486686.6689594,2740,0.0034548563417047262
1696486687.8970134,2760,0.0036638472229242325
1696486688.9521108,2780,0.004290369804948568
1696486690.06529,2800,0.0033624854404479265
1696486691.1403203,2820,0.004594528116285801
1696486692.2544405,2840,0.004872828722000122
1696486693.3527822,2860,0.0032119667157530785
1696486694.5069578,2880,0.0032500033266842365
1696486695.5514166,2900,0.003821795806288719
1696486696.6070578,2920,0.004038859158754349
1696486697.7148764,2940,0.0037509584799408913
1696486698.7615385,2960,0.005253163166344166
1696486699.8761728,2980,0.0048983353190124035
1696486700.95344,3000,0.003340120892971754
1696486702.1196811,3020,0.003728478215634823
1696486703.1980343,3040,0.0042503406293690205
1696486704.2706478,3060,0.004759771749377251
1696486705.3513854,3080,0.003348393365740776
1696486706.4237702,3100,0.004616377409547567
1696486707.459505,3120,0.003873138688504696
1696486708.610666,3140,0.003475628327578306
1696486709.6534986,3160,0.0033930991776287556
1696486710.7027426,3180,0.0031948164105415344
1696486711.765414,3200,0.0046705822460353374
1696486712.836843,3220,0.004283747170120478
1696486713.9464214,3240,0.005459520034492016
1696486715.0168233,3260,0.0030171615071594715
1696486716.0714505,3280,0.003544457256793976
1696486717.1364238,3300,0.0034922449849545956
1696486718.2284887,3320,0.00381711614318192
1696486719.3098607,3340,0.003621300682425499
1696486720.4554358,3360,0.0038143708370625973
1696486721.4936094,3380,0.003694364335387945
1696486722.5313914,3400,0.0036052167415618896
1696486723.668561,3420,0.0024558170698583126
1696486724.7287846,3440,0.0032960542012006044
1696486725.7672021,3460,0.004938621073961258
1696486726.8239648,3480,0.00261266203597188
1696486727.8584752,3500,0.0029828655533492565
1696486728.9209068,3520,0.0038053146563470364
1696486729.9723692,3540,0.004073310177773237
1696486737.1460981,3560,0.003768784226849675
1696486738.1778672,3580,0.003761396510526538
1696486739.1786847,3600,0.0040167151018977165
1696486740.1720881,3620,0.004160481970757246
1696486741.2040236,3640,0.004160553216934204
1696486742.214928,3660,0.00452842190861702
1696486743.2950494,3680,0.003505447879433632
1696486744.3082469,3700,0.0031347526237368584
1696486745.3542953,3720,0.004638221580535173
1696486746.3745987,3740,0.002787303877994418
1696486747.4074132,3760,0.0035321484319865704
1696486748.4356558,3780,0.004278840031474829
1696486749.4414182,3800,0.003830954432487488
1696486750.4851482,3820,0.0038111964240670204
1696486751.4906342,3840,0.004283818881958723
1696486752.5097458,3860,0.004250554367899895
1696486753.5180826,3880,0.003919663839042187
1696486754.5392041,3900,0.003623191500082612
1696486755.5524206,3920,0.003604218363761902
1696486756.6012528,3940,0.004425868391990662
1696486757.6156874,3960,0.004206918645650148
1696486758.6388862,3980,0.0035427971743047237
1696486759.6574771,4000,0.0034046820364892483
1696486760.6345258,4020,0.0038401512429118156
1696486761.6764605,4040,0.003522919723764062
1696486762.676315,4060,0.0034786921460181475
1696486763.69475,4080,0.0037213426548987627
1696486764.7308109,4100,0.0027260209899395704
1696486765.7572703,4120,0.0036573444958776236
1696486766.7779312,4140,0.003893499728292227
1696486767.8117013,4160,0.003222249448299408
1696486768.8342092,4180,0.0035921004600822926
1696486769.8483405,4200,0.0028114905580878258
1696486770.8875856,4220,0.0037983828224241734
1696486771.893338,4240,0.003668086603283882
1696486772.9194567,4260,0.005418301559984684
1696486773.9355185,4280,0.004172544926404953
1696486774.957643,4300,0.004137987736612558
1696486775.9592185,4320,0.0035141115076839924
1696486776.9912682,4340,0.0044517661444842815
1696486778.0731163,4360,0.003087003715336323
1696486779.0704222,4380,0.002828014548867941
1696486780.0983725,4400,0.004112381488084793
1696486781.0913675,4420,0.0037359092384576797
1696486782.11002,4440,0.0036954740062355995
1696486783.1368272,4460,0.003731334116309881
1696486784.1443515,4480,0.0036755716428160667
1696486785.1346684,4500,0.003606804646551609
1696486786.1793737,4520,0.005520710255950689
1696486787.2042189,4540,0.00329683069139719
1696486788.275736,4560,0.0031114905141294003
1696486789.309037,4580,0.0041949511505663395
1696486790.3116667,4600,0.003349892795085907
1696486791.3209593,4620,0.00448863347992301
1696486792.358253,4640,0.0039621698670089245
1696486793.3616045,4660,0.0033271214924752712
1696486794.3666043,4680,0.0032893321476876736
1696486795.3906598,4700,0.0035260047297924757
1696486796.4149473,4720,0.003119296859949827
1696486797.45338,4740,0.003974541090428829
1696486798.510325,4760,0.0037580826319754124
1696486800.0149004,4780,0.0040049427188932896
1696486801.4689298,4800,0.0027631314005702734
1696486803.1767168,4820,0.003251009387895465
1696486805.1807404,4840,0.004351602401584387
1696486807.026533,4860,0.004183038603514433
1696486808.7206576,4880,0.003119437023997307
1696486810.666812,4900,0.004172550514340401
1696486812.5051866,4920,0.0038725300692021847
1696486814.2723186,4940,0.0039435019716620445
1696486816.004274,4960,0.0032524135895073414
1696486818.101779,4980,0.0037918519228696823
1696486820.037182,5000,0.0031660404056310654
1696486822.15551,5020,0.0035499054938554764
1696486824.060388,5040,0.0032894564792513847
1696486826.1678543,5060,0.0028681433759629726
1696486828.0074549,5080,0.004317909479141235
1696486829.754916,5100,0.0034831645898520947
1696486831.5102131,5120,0.0033063855953514576
1696486833.24638,5140,0.0037586940452456474
1696486835.1213043,5160,0.004061548970639706
1696486837.2108357,5180,0.0028941892087459564
1696486838.8161674,5200,0.004162420053035021
1696486840.790286,5220,0.0030185054056346416
1696486844.5245118,5240,0.0045637222938239574
1696486846.296669,5260,0.0038208388723433018
1696486848.1429503,5280,0.0029337010346353054
1696486849.7600484,5300,0.004194811452180147
1696486851.3782873,5320,0.0030601811595261097
1696486852.9541051,5340,0.004088748246431351
1696486854.618529,5360,0.0028866655193269253
1696486856.452214,5380,0.003837325843051076
1696486858.0759852,5400,0.004862639587372541
1696486860.2449481,5420,0.004320918582379818
1696486862.237348,5440,0.0034708408638834953
1696486864.0983248,5460,0.0034224679693579674
1696486866.0157387,5480,0.004003471694886684
1696486867.903496,5500,0.003344616387039423
1696486869.8061268,5520,0.002961426507681608
1696486871.5422168,5540,0.004787627607584
1696486873.2891932,5560,0.0033072324004024267
1696486874.9103684,5580,0.003088761353865266
1696486876.5518444,5600,0.0031352355144917965
1696486878.380139,5620,0.0028234405908733606
1696486880.0857296,5640,0.004618409089744091
1696486881.6629663,5660,0.002773843239992857
1696486883.4405077,5680,0.0029755537398159504
1696486885.3406107,5700,0.004018259234726429
1696486886.8912692,5720,0.002868694718927145
1696486888.3891947,5740,0.0035538780502974987
1696486889.9427128,5760,0.0038307560607790947
1696486891.4289079,5780,0.0038866717368364334
1696486893.196177,5800,0.003348618047311902
1696486894.9943216,5820,0.0029599107801914215
1696486896.576572,5840,0.0038275388069450855
1696486898.28431,5860,0.0031483848579227924
1696486899.8008041,5880,0.0026869685389101505
1696486901.3966122,5900,0.003090366953983903
1696486902.963024,5920,0.00413275882601738
1696486904.5053163,5940,0.002848678734153509
1696486906.048469,5960,0.0037461481988430023
1696486907.447478,5980,0.003770042210817337
1696486909.1164405,6000,0.004347305279225111
1696486910.6804132,6020,0.0030656319577246904
1696486912.1981106,6040,0.002831605961546302
1696486913.6160622,6060,0.003625303041189909
1696486915.1348948,6080,0.004043221473693848
1696486916.7033672,6100,0.004191794898360968
1696486918.1458392,6120,0.003103007096797228
1696486919.6485562,6140,0.0037200218066573143
1696486921.1552935,6160,0.002985611092299223
1696486922.6764257,6180,0.003865996841341257
1696486924.2450175,6200,0.00375931104645133
1696486925.7124193,6220,0.002877797232940793
1696486927.2332163,6240,0.003250031266361475
1696486928.6867921,6260,0.0041113607585430145
1696486930.2029397,6280,0.0026975469663739204
1696486931.6685317,6300,0.004104352090507746
1696486933.1617858,6320,0.003361094743013382
1696486934.5095756,6340,0.0031405403278768063
1696486936.157058,6360,0.0035660872235894203
1696486937.534738,6380,0.003688267432153225
1696486939.1637511,6400,0.00457592960447073
1696486940.6957023,6420,0.004115935415029526
1696486942.2626877,6440,0.0035568769089877605
1696486943.8254502,6460,0.005000238306820393
1696486945.2558005,6480,0.0036754212342202663
1696486946.7871532,6500,0.003916858229786158
1696486948.3399343,6520,0.003349689766764641
1696486949.8619745,6540,0.003534770803526044
1696486951.327265,6560,0.003124736249446869
1696486952.9201849,6580,0.003580333199352026
1696486954.3855038,6600,0.0030876346863806248
1696486955.9355147,6620,0.0039215064607560635
1696486957.3191216,6640,0.003351924242451787
1696486958.8987625,6660,0.0026898307260125875
1696486960.498674,6680,0.004020093008875847
1696486961.9394815,6700,0.0030364999547600746
1696486963.5389135,6720,0.0032038050703704357
1696486964.9689674,6740,0.00399191677570343
1696486966.4544442,6760,0.0034896847791969776
1696486967.9581165,6780,0.0030644191429018974
1696486969.3806643,6800,0.0030498637352138758
1696486970.8138573,6820,0.0024848319590091705
1696486972.3684824,6840,0.0033117267303168774
1696486973.8767788,6860,0.0030939665157347918
1696486975.4306257,6880,0.0037399567663669586
1696486976.882373,6900,0.00384965306147933
1696486978.4295628,6920,0.002839155262336135
1696486979.925121,6940,0.004001176916062832
1696486981.4692037,6960,0.004647795110940933
1696486982.9408488,6980,0.0039688050746917725
1696486984.479123,7000,0.0031863756012171507
1696486985.9317534,7020,0.0033629927784204483
1696486987.388691,7040,0.003167170099914074
1696486988.873687,7060,0.00392002472653985
1696486990.4011242,7080,0.003745525609701872
1696486991.9629855,7100,0.0030574235133826733
1696486999.2302418,7120,0.003358657006174326
1696487000.3596835,7140,0.004186039790511131
1696487001.4527023,7160,0.00385071593336761
1696487002.6923363,7180,0.003465241752564907
1696487003.8300514,7200,0.003461278509348631
1696487005.1508512,7220,0.003954628482460976
1696487006.2852387,7240,0.0027568961959332228
1696487007.4014146,7260,0.0034685409627854824
1696487008.6561403,7280,0.004290468990802765
1696487009.7626874,7300,0.0029105900321155787
1696487010.8632088,7320,0.0033686484675854445
1696487011.9809265,7340,0.0026812562718987465
1696487013.0983598,7360,0.0027550947852432728
1696487014.2639716,7380,0.003823868464678526
1696487015.4312983,7400,0.0027790460735559464
1696487016.5821404,7420,0.0030305725522339344
1696487017.7640872,7440,0.00366288423538208
1696487018.8533237,7460,0.0028691692277789116
1696487020.0042882,7480,0.003980230074375868
1696487021.1067164,7500,0.0034767375327646732
1696487022.2881882,7520,0.0035525159910321236
1696487023.4239469,7540,0.003264171537011862
1696487024.5599027,7560,0.0036648656241595745
1696487025.7009408,7580,0.0031550286803394556
1696487026.8662963,7600,0.004029692150652409
1696487028.017717,7620,0.0033220271579921246
1696487029.1043808,7640,0.0038283737376332283
1696487030.2705462,7660,0.003800132544711232
1696487031.4692633,7680,0.003648953977972269
1696487032.6513019,7700,0.0033706773538142443
1696487033.8702848,7720,0.003627259749919176
1696487034.9692788,7740,0.0033510285429656506
1696487036.1468682,7760,0.003051397856324911
1696487037.2807415,7780,0.004066804423928261
1696487038.4079535,7800,0.0031983284279704094
1696487039.4721587,7820,0.003799094818532467
1696487040.6469483,7840,0.003447336843237281
1696487041.8261218,7860,0.003704165108501911
1696487043.0195713,7880,0.002879349049180746
1696487044.1533523,7900,0.0038098006043583155
1696487045.2484035,7920,0.003092540428042412
1696487046.4102325,7940,0.0032456936314702034
1696487047.5286992,7960,0.0029049068689346313
1696487048.6677697,7980,0.0038069402799010277
1696487049.7431023,8000,0.003984315320849419
1696487050.866599,8020,0.004033941775560379
1696487052.0745487,8040,0.0037268870510160923
1696487053.1576674,8060,0.00355463451705873
1696487054.2986903,8080,0.003899343777447939
1696487055.4946501,8100,0.003860009601339698
1696487056.6229184,8120,0.002838629297912121
1696487057.7595172,8140,0.0029255750123411417
1696487058.8908584,8160,0.0029147332534193993
1696487060.1771355,8180,0.0027306117117404938
1696487061.338548,8200,0.004258326254785061
1696487062.474247,8220,0.003073663916438818
1696487063.640143,8240,0.004312819801270962
1696487064.7994902,8260,0.003640051931142807
1696487065.9458275,8280,0.0027741342782974243
1696487067.0735784,8300,0.0032977270893752575
1696487068.208767,8320,0.0040389616042375565
1696487069.2954102,8340,0.0036585303023457527
1696487070.3929374,8360,0.0030719428323209286
1696487071.4760191,8380,0.0036649485118687153
1696487072.6174307,8400,0.003700575325638056
1696487073.6994565,8420,0.002485000528395176
1696487074.8309166,8440,0.0036930623464286327
1696487075.9751785,8460,0.0030940151773393154
1696487077.1237938,8480,0.002753760665655136
1696487078.3482988,8500,0.0033322670497000217
1696487079.47985,8520,0.0035776416771113873
1696487080.5961635,8540,0.00365173676982522
1696487081.7415946,8560,0.0036902152933180332
1696487082.9374056,8580,0.0051917689852416515
1696487084.0218909,8600,0.0034101142082363367
1696487085.1217,8620,0.003228920977562666
1696487086.250077,8640,0.0034908601082861423
1696487087.38481,8660,0.004233932122588158
1696487088.5624168,8680,0.00251094251871109
1696487089.6706634,8700,0.0036929179914295673
1696487090.851393,8720,0.0032571866177022457
1696487091.9817512,8740,0.003589281812310219
1696487093.1265154,8760,0.0026714056730270386
1696487094.2577293,8780,0.0033451055642217398
1696487095.435238,8800,0.003287185449153185
1696487096.5497136,8820,0.003209455171599984
